time,cell_ID,sum_pix_intensity_cyto,sum_pix_intensity_nuclei,cell sizes,nucleus sizes,Particles in cytosol,Particles in nucleus,protein concentrations (AU),image_name
11,4.0,517835,419816,7471,2566,3.0,3.0,19.98348623853211,rep1_FOV2.tif
11,5.0,608757,469260,7503,2858,9.0,5.0,30.031646932185144,rep1_FOV2.tif
11,6.0,515555,462902,6738,2820,4.0,2.0,13.43874425727412,rep1_FOV2.tif
11,7.0,458368,433896,7121,2645,0.0,0.0,5.467381590705988,rep1_FOV2.tif
11,8.0,551604,423856,7391,2612,9.0,8.0,26.731115296087047,rep1_FOV2.tif
11,9.0,476643,468667,6699,2845,0.0,0.0,2.0695381421899324,rep1_FOV2.tif
11,10.0,619561,422566,7384,2549,13.0,7.0,40.743536711478804,rep1_FOV2.tif
11,11.0,748744,437997,7019,2676,18.0,11.0,71.55123186737278,rep1_FOV2.tif
12,1.0,586150,436465,7901,2656,13.0,10.0,28.53860819828408,rep1_FOV2.tif
12,2.0,527928,425466,7896,2576,8.0,7.0,19.259774436090225,rep1_FOV2.tif
12,4.0,506372,422555,7515,2571,4.0,4.0,16.953276699029125,rep1_FOV2.tif
12,5.0,609401,465181,7496,2855,9.0,4.0,31.075199310493428,rep1_FOV2.tif
12,6.0,515174,464453,6754,2800,3.0,1.0,12.827769347496206,rep1_FOV2.tif
12,7.0,455202,434150,7140,2634,2.0,2.0,4.671992898357745,rep1_FOV2.tif
12,8.0,521804,425461,7349,2614,14.0,13.0,20.34699049630412,rep1_FOV2.tif
12,9.0,456574,466364,6738,2833,0.0,0.0,1099861.0770806659,rep1_FOV2.tif
12,10.0,616928,421214,7355,2540,7.0,3.0,40.64672897196262,rep1_FOV2.tif
12,11.0,706131,441326,7013,2680,17.0,14.0,61.113547195938146,rep1_FOV2.tif
13,1.0,623778,435101,7971,2650,9.0,5.0,35.45893629017102,rep1_FOV2.tif
13,2.0,533363,423073,7981,2566,7.0,5.0,20.367497691597414,rep1_FOV2.tif
13,4.0,491751,415767,7549,2558,8.0,7.0,15.224203566419556,rep1_FOV2.tif
